id,word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end
324,meine,mein,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
325,Termine,Termin,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
326,am,an,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
327,dreizehnten,dreizehnter,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
328,zwölften,zwölf,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
329,aus,aus,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
330,Alexa,Alexa,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
331,wie,wie,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
332,sehen,sehen,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
333,meine,mein,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
334,Termine,Termin,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
335,am,an,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
336,dreizehnten,dreizehnter,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
337,Dezember,Dezember,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
338,aus,aus,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438
339,Tut,Tut,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
340,mir,mir,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
341,leid,leid,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
342,das,der,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
343,habe,haben,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
344,ich,ich,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
345,nicht,nicht,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
346,verstanden,verstehen,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473
347,Alexa,Alexa,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
348,wie,wie,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
349,sehen,sehen,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
350,meine,mein,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
351,Termine,Termin,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
352,am,an,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
353,dreizehnten,dreizehnter,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
354,Dezember,Dezember,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
355,aus,aus,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434
356,Am,an,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
357,dreizehnten,dreizehnter,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
358,Dezember,Dezember,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
359,hast,haben,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
360,du,du,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
361,keinen,kein,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
362,Eintrag,Eintrag,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849
363,Alexa,Alexa,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
364,bitte,bitte,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
365,erstelle,erstelle,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
366,mir,mir,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
367,einen,ein,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
368,Eintrag,Eintrag,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
369,um,um,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
370,neun,neun,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
371,Uhr,Uhr,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
372,am,an,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
373,dreizehnten,dreizehnter,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
374,Dezember,Dezember,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833
375,Klar,Klar,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
376,und,und,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
377,wie,wie,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
378,soll,sollen,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
379,der,der,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
380,Termin,Termin,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
381,heißen,heißen,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443
382,Lerngruppe,Lerngruppe,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232
383,mit,mit,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232
384,Peter,Peter,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232
385,Alles,Alles,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
386,klar,klar,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
387,dein,der,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
388,Termin,Termin,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
389,am,an,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
390,dreizehnten,dreizehnter,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
391,Dezember,Dezember,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
392,um,um,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
393,neun,neun,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
394,Uhr,Uhr,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
395,namens,namens,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
396,Lerngruppe,Lerngruppe,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
397,mit,mit,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
398,Peter,Peter,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
399,ist,sein,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
400,eingetragen,eintragen,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834
401,Hallo,Hallo,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
402,wie,wie,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
403,sieht,sehen,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
404,mein,mein,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
405,Kalender,Kalender,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
406,am,an,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
407,zwölften,zwölf,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
408,zwölften,zwölf,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
409,aus,aus,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
410,Die,der,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
411,Termine,Termin,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
412,am,an,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
413,Montag,Montag,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
414,den,der,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
415,zwölften,zwölf,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
416,Dezember,Dezember,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
417,sehen,sehen,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
418,wie,wie,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
419,folgt,folgen,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
420,aus,aus,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
421,Und,und,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
422,wie,wie,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
423,sehen,sehen,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
424,meine,mein,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
425,Termine,Termin,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
426,am,an,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
427,dreizehnten,dreizehnter,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
428,zwölften,zwölf,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
429,aus,aus,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
430,Alexa,Alexa,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
431,wie,wie,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
432,sehen,sehen,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
433,meine,mein,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
434,Termine,Termin,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
435,am,an,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
436,dreizehnten,dreizehnter,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
437,Dezember,Dezember,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
438,aus,aus,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
439,Tut,Tut,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
440,mir,mir,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
441,leid,leid,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
442,das,der,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
443,habe,haben,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
444,ich,ich,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
445,nicht,nicht,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
446,verstanden,verstehen,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
447,Alexa,Alexa,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
448,wie,wie,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
449,sehen,sehen,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
450,meine,mein,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
451,Termine,Termin,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
452,am,an,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
453,dreizehnten,dreizehnter,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
454,Dezember,Dezember,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
455,aus,aus,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
456,Am,an,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
457,dreizehnten,dreizehnter,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
458,Dezember,Dezember,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
459,hast,haben,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
460,du,du,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
461,keinen,kein,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
462,Eintrag,Eintrag,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
463,Alexa,Alexa,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
464,bitte,bitte,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
465,erstelle,erstelle,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
466,mir,mir,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
467,einen,ein,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
468,Eintrag,Eintrag,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
469,um,um,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
470,neun,neun,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
471,Uhr,Uhr,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
472,am,an,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
473,dreizehnten,dreizehnter,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
474,Dezember,Dezember,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
475,Klar,Klar,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
476,und,und,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
477,wie,wie,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
478,soll,sollen,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
479,der,der,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
480,Termin,Termin,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
481,heißen,heißen,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
482,Lerngruppe,Lerngruppe,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232
483,mit,mit,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232
484,Peter,Peter,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232
485,Alles,Alles,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
486,klar,klar,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
487,dein,der,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
488,Termin,Termin,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
489,am,an,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
490,dreizehnten,dreizehnter,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
491,Dezember,Dezember,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
492,um,um,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
493,neun,neun,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
494,Uhr,Uhr,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
495,namens,namens,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
496,Lerngruppe,Lerngruppe,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
497,mit,mit,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
498,Peter,Peter,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
499,ist,sein,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
500,eingetragen,eintragen,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
501,Hallo,Hallo,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
502,wie,wie,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
503,sieht,sehen,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
504,mein,mein,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
505,Kalender,Kalender,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
506,am,an,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
507,zwölften,zwölf,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
508,zwölften,zwölf,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
509,aus,aus,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324
510,Die,der,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
511,Termine,Termin,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
512,am,an,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
513,Montag,Montag,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
514,den,der,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
515,zwölften,zwölf,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
516,Dezember,Dezember,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
517,sehen,sehen,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
518,wie,wie,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
519,folgt,folgen,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
520,aus,aus,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745
521,Und,und,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
522,wie,wie,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
523,sehen,sehen,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
524,meine,mein,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
525,Termine,Termin,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
526,am,an,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
527,dreizehnten,dreizehnter,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
528,zwölften,zwölf,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
529,aus,aus,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
530,Alexa,Alexa,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
531,wie,wie,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
532,sehen,sehen,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
533,meine,mein,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
534,Termine,Termin,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
535,am,an,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
536,dreizehnten,dreizehnter,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
537,Dezember,Dezember,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
538,aus,aus,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438
539,Tut,Tut,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
540,mir,mir,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
541,leid,leid,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
542,das,der,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
543,habe,haben,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
544,ich,ich,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
545,nicht,nicht,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
546,verstanden,verstehen,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473
547,Alexa,Alexa,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
548,wie,wie,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
549,sehen,sehen,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
550,meine,mein,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
551,Termine,Termin,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
552,am,an,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
553,dreizehnten,dreizehnter,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
554,Dezember,Dezember,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
555,aus,aus,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434
556,Am,an,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
557,dreizehnten,dreizehnter,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
558,Dezember,Dezember,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
559,hast,haben,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
560,du,du,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
561,keinen,kein,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
562,Eintrag,Eintrag,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849
563,Alexa,Alexa,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
564,bitte,bitte,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
565,erstelle,erstelle,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
566,mir,mir,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
567,einen,ein,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
568,Eintrag,Eintrag,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
569,um,um,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
570,neun,neun,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
571,Uhr,Uhr,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
572,am,an,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
573,dreizehnten,dreizehnter,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
574,Dezember,Dezember,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833
575,Klar,Klar,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
576,und,und,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
577,wie,wie,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
578,soll,sollen,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
579,der,der,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
580,Termin,Termin,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
581,heißen,heißen,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443
582,Lerngruppe,Lerngruppe,S,6,9,no,Dummy_participant_2,Calendar,83.232353,85.123232
583,mit,mit,S,6,9,no,Dummy_participant_2,Calendar,83.232353,85.123232
584,Peter,Peter,S,6,9,no,Dummy_participant_2,Calendar,83.232353,85.123232
585,Alles,Alles,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
586,klar,klar,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
587,dein,der,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
588,Termin,Termin,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
589,am,an,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
590,dreizehnten,dreizehnter,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
591,Dezember,Dezember,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
592,um,um,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
593,neun,neun,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
594,Uhr,Uhr,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
595,namens,namens,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
596,Lerngruppe,Lerngruppe,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
597,mit,mit,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
598,Peter,Peter,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
599,ist,sein,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
600,eingetragen,eintragen,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834
601,Hallo,Hallo,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
602,wie,wie,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
603,sieht,sehen,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
604,mein,mein,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
605,Kalender,Kalender,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
606,am,an,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
607,zwölften,zwölf,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
608,zwölften,zwölf,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
609,aus,aus,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324
610,Die,der,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
611,Termine,Termin,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
612,am,an,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
613,Montag,Montag,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
614,den,der,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
615,zwölften,zwölf,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
616,Dezember,Dezember,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
617,sehen,sehen,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
618,wie,wie,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
619,folgt,folgen,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
620,aus,aus,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745
621,Und,und,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
622,wie,wie,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
623,sehen,sehen,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
624,meine,mein,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
625,Termine,Termin,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
626,am,an,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
627,dreizehnten,dreizehnter,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
628,zwölften,zwölf,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
629,aus,aus,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
630,Alexa,Alexa,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
631,wie,wie,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
632,sehen,sehen,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
633,meine,mein,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
634,Termine,Termin,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
635,am,an,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
636,dreizehnten,dreizehnter,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
637,Dezember,Dezember,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
638,aus,aus,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438
639,Tut,Tut,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473
640,mir,mir,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473
641,leid,leid,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473
642,das,der,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473
643,habe,haben,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473
644,ich,ich,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473
645,nicht,nicht,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473
646,verstanden,verstehen,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473
647,Alexa,Alexa,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434
