word,lemma,persistence,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,persistence_lemma
den,der,,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,
zwölften,zwölf,,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,
Dezember,Dezember,,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,PER_FPP: Dezember
sehen,sehen,,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,
wie,wie,,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,
folgt,folgen,,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,
aus,aus,,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,
Und,und,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
wie,wie,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
sehen,sehen,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
meine,mein,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
Termine,Termin,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,PER_SPP: Termin
am,an,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
dreizehnten,dreizehnter,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
zwölften,zwölf,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
aus,aus,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
Alexa,Alexa,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
wie,wie,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
sehen,sehen,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
meine,mein,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
Termine,Termin,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,PER_SPP: Termin
am,an,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
dreizehnten,dreizehnter,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
Dezember,Dezember,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,PER_SPP: Dezember
aus,aus,,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,
Tut,Tut,,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,
mir,mir,,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,PER_FPP: mir
leid,leid,,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,
das,der,,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,
habe,haben,,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,
ich,ich,,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,
nicht,nicht,,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,
verstanden,verstehen,,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,
Alexa,Alexa,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,
wie,wie,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,
sehen,sehen,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,
meine,mein,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,
Termine,Termin,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,PER_SPP: Termin
am,an,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,
dreizehnten,dreizehnter,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,
Dezember,Dezember,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,PER_SPP: Dezember
aus,aus,,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,
Am,an,,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,
dreizehnten,dreizehnter,,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,
Dezember,Dezember,,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,PER_FPP: Dezember
hast,haben,,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,
du,du,,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,
keinen,kein,,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,
Eintrag,Eintrag,,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,PER_FPP: Eintrag
Alexa,Alexa,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
bitte,bitte,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
erstelle,erstelle,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
mir,mir,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,PER_SPP: mir
einen,ein,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
Eintrag,Eintrag,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,PER_SPP: Eintrag
um,um,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
neun,neun,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
Uhr,Uhr,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
am,an,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
dreizehnten,dreizehnter,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,
Dezember,Dezember,,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,PER_SPP: Dezember
Klar,Klar,,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,
und,und,,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,
wie,wie,,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,
soll,sollen,,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,
der,der,,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,
Termin,Termin,,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,
heißen,heißen,,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,
Lerngruppe,Lerngruppe,,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,
mit,mit,,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,
Peter,Peter,,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,
Alles,Alles,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
klar,klar,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
dein,der,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
Termin,Termin,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
am,an,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
dreizehnten,dreizehnter,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
Dezember,Dezember,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
um,um,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
neun,neun,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
Uhr,Uhr,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
namens,namens,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
Lerngruppe,Lerngruppe,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
mit,mit,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
Peter,Peter,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
ist,sein,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
eingetragen,eintragen,,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,
Hallo,Hallo,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
wie,wie,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
sieht,sehen,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
mein,mein,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
Kalender,Kalender,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
am,an,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
zwölften,zwölf,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
zwölften,zwölf,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
aus,aus,,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
Die,der,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
Termine,Termin,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,PER_FPP: Termin
am,an,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
Montag,Montag,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
den,der,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
zwölften,zwölf,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
Dezember,Dezember,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,PER_FPP: Dezember
sehen,sehen,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
wie,wie,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
folgt,folgen,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
aus,aus,,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
Und,und,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
wie,wie,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
sehen,sehen,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
meine,mein,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Termine,Termin,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,PER_SPP: Termin
am,an,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
dreizehnten,dreizehnter,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
zwölften,zwölf,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
aus,aus,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Alexa,Alexa,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
wie,wie,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
sehen,sehen,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
meine,mein,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Termine,Termin,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,PER_SPP: Termin
am,an,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
dreizehnten,dreizehnter,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Dezember,Dezember,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,PER_SPP: Dezember
aus,aus,,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Tut,Tut,,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
mir,mir,,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,PER_FPP: mir
leid,leid,,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
das,der,,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
habe,haben,,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
ich,ich,,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
nicht,nicht,,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
verstanden,verstehen,,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
Alexa,Alexa,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
wie,wie,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
sehen,sehen,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
meine,mein,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
Termine,Termin,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,PER_SPP: Termin
am,an,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
dreizehnten,dreizehnter,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
Dezember,Dezember,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,PER_SPP: Dezember
aus,aus,,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
Am,an,,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
dreizehnten,dreizehnter,,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
Dezember,Dezember,,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,PER_FPP: Dezember
hast,haben,,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
du,du,,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
keinen,kein,,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
Eintrag,Eintrag,,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,PER_FPP: Eintrag
Alexa,Alexa,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
bitte,bitte,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
erstelle,erstelle,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
mir,mir,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,PER_SPP: mir
einen,ein,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
Eintrag,Eintrag,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,PER_SPP: Eintrag
um,um,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
neun,neun,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
Uhr,Uhr,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
am,an,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
dreizehnten,dreizehnter,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
Dezember,Dezember,,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,PER_SPP: Dezember
Klar,Klar,,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
und,und,,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
wie,wie,,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
soll,sollen,,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
der,der,,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
Termin,Termin,,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
heißen,heißen,,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
Lerngruppe,Lerngruppe,,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,
mit,mit,,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,
Peter,Peter,,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,
Alles,Alles,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
klar,klar,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
dein,der,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Termin,Termin,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
am,an,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
dreizehnten,dreizehnter,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Dezember,Dezember,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
um,um,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
neun,neun,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Uhr,Uhr,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
namens,namens,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Lerngruppe,Lerngruppe,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
mit,mit,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Peter,Peter,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
ist,sein,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
eingetragen,eintragen,,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Hallo,Hallo,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
wie,wie,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
sieht,sehen,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
mein,mein,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
Kalender,Kalender,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
am,an,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
zwölften,zwölf,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
zwölften,zwölf,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
aus,aus,,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,
Die,der,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
Termine,Termin,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,PER_FPP: Termin
am,an,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
Montag,Montag,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
den,der,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
zwölften,zwölf,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
Dezember,Dezember,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,PER_FPP: Dezember
sehen,sehen,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
wie,wie,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
folgt,folgen,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
aus,aus,,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,
Und,und,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
wie,wie,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
sehen,sehen,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
meine,mein,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Termine,Termin,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,PER_SPP: Termin
am,an,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
dreizehnten,dreizehnter,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
zwölften,zwölf,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
aus,aus,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Alexa,Alexa,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
wie,wie,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
sehen,sehen,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
meine,mein,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Termine,Termin,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,PER_SPP: Termin
am,an,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
dreizehnten,dreizehnter,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Dezember,Dezember,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,PER_SPP: Dezember
aus,aus,,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,
Tut,Tut,,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
mir,mir,,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,PER_FPP: mir
leid,leid,,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
das,der,,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
habe,haben,,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
ich,ich,,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
nicht,nicht,,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
verstanden,verstehen,,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,
Alexa,Alexa,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
wie,wie,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
sehen,sehen,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
meine,mein,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
Termine,Termin,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,PER_SPP: Termin
am,an,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
dreizehnten,dreizehnter,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
Dezember,Dezember,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,PER_SPP: Dezember
aus,aus,,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,
Am,an,,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
dreizehnten,dreizehnter,,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
Dezember,Dezember,,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,PER_FPP: Dezember
hast,haben,,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
du,du,,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
keinen,kein,,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,
Eintrag,Eintrag,,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,PER_FPP: Eintrag
Alexa,Alexa,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
bitte,bitte,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
erstelle,erstelle,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
mir,mir,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,PER_SPP: mir
einen,ein,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
Eintrag,Eintrag,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,PER_SPP: Eintrag
um,um,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
neun,neun,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
Uhr,Uhr,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
am,an,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
dreizehnten,dreizehnter,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,
Dezember,Dezember,,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,PER_SPP: Dezember
Klar,Klar,,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
und,und,,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
wie,wie,,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
soll,sollen,,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
der,der,,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
Termin,Termin,,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
heißen,heißen,,A,6,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,
Lerngruppe,Lerngruppe,,S,6,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,
mit,mit,,S,6,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,
Peter,Peter,,S,6,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,
Alles,Alles,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
klar,klar,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
dein,der,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Termin,Termin,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
am,an,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
dreizehnten,dreizehnter,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Dezember,Dezember,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
um,um,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
neun,neun,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Uhr,Uhr,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
namens,namens,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Lerngruppe,Lerngruppe,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
mit,mit,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Peter,Peter,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
ist,sein,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
eingetragen,eintragen,,A,6,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,
Hallo,Hallo,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
wie,wie,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
sieht,sehen,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
mein,mein,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
Kalender,Kalender,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
am,an,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
zwölften,zwölf,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
zwölften,zwölf,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
aus,aus,,S,7,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
Die,der,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
Termine,Termin,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,PER_FPP: Termin
am,an,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
Montag,Montag,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
den,der,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
zwölften,zwölf,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
Dezember,Dezember,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,PER_FPP: Dezember
sehen,sehen,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
wie,wie,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
folgt,folgen,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
aus,aus,,A,7,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
Und,und,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
wie,wie,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
sehen,sehen,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
meine,mein,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Termine,Termin,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,PER_SPP: Termin
am,an,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
dreizehnten,dreizehnter,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
