,word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,persistence_unigrams_lemma,persistence_bigrams_lemma,persistence_trigrams_lemma,persistence_quadrigrams_lemma
282,mit,mit,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,
283,Peter,Peter,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,
284,Alles,Alles,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
285,klar,klar,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
286,dein,der,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
287,Termin,Termin,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
288,am,an,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
289,dreizehnten,dreizehnter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
290,Dezember,Dezember,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
291,um,um,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
292,neun,neun,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
293,Uhr,Uhr,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
294,namens,namens,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
295,Lerngruppe,Lerngruppe,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
296,mit,mit,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
297,Peter,Peter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
298,ist,sein,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
299,eingetragen,eintragen,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
300,Hallo,Hallo,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
301,wie,wie,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
302,sieht,sehen,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
303,mein,mein,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
304,Kalender,Kalender,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
305,am,an,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
306,zwölften,zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
307,zwölften,zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
308,aus,aus,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,
309,Die,der,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,
310,Termine,Termin,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,
311,am,an,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,FPP_end_Termin an,,
312,Montag,Montag,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,
313,den,der,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,
314,zwölften,zwölf,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,
315,Dezember,Dezember,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,FPP_Dezember,,,
316,sehen,sehen,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,
317,wie,wie,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,
318,folgt,folgen,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,
319,aus,aus,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,
320,Und,und,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
321,wie,wie,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
322,sehen,sehen,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
323,meine,mein,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
324,Termine,Termin,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,
325,am,an,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,SPP_end_Termin an,,
326,dreizehnten,dreizehnter,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
327,zwölften,zwölf,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
328,aus,aus,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
329,Alexa,Alexa,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
330,wie,wie,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
331,sehen,sehen,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
332,meine,mein,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
333,Termine,Termin,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,
334,am,an,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,SPP_end_Termin an,,
335,dreizehnten,dreizehnter,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
336,Dezember,Dezember,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Dezember,,,
337,aus,aus,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,
338,Tut,Tut,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,
339,mir,mir,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,FPP_mir,,,
340,leid,leid,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,
341,das,der,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,
342,habe,haben,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,
343,ich,ich,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,
344,nicht,nicht,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,
345,verstanden,verstehen,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,
346,Alexa,Alexa,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,
347,wie,wie,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,
348,sehen,sehen,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,
349,meine,mein,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,
350,Termine,Termin,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,
351,am,an,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,SPP_end_Termin an,,
352,dreizehnten,dreizehnter,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,
353,Dezember,Dezember,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,SPP_Dezember,,,
354,aus,aus,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,
355,Am,an,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,
356,dreizehnten,dreizehnter,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,
357,Dezember,Dezember,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,FPP_Dezember,,,
358,hast,haben,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,
359,du,du,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,
360,keinen,kein,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,
361,Eintrag,Eintrag,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,FPP_Eintrag,,,
362,Alexa,Alexa,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
363,bitte,bitte,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
364,erstelle,erstelle,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
365,mir,mir,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_mir,,,
366,einen,ein,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
367,Eintrag,Eintrag,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_Eintrag,,,
368,um,um,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
369,neun,neun,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
370,Uhr,Uhr,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
371,am,an,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
372,dreizehnten,dreizehnter,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,
373,Dezember,Dezember,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_Dezember,,,
374,Klar,Klar,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,
375,und,und,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,
376,wie,wie,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,
377,soll,sollen,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,
378,der,der,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,
379,Termin,Termin,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,
380,heißen,heißen,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,
381,Lerngruppe,Lerngruppe,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,
382,mit,mit,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,
383,Peter,Peter,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,
384,Alles,Alles,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
385,klar,klar,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
386,dein,der,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
387,Termin,Termin,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
388,am,an,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
389,dreizehnten,dreizehnter,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
390,Dezember,Dezember,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
391,um,um,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
392,neun,neun,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
393,Uhr,Uhr,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
394,namens,namens,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
395,Lerngruppe,Lerngruppe,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
396,mit,mit,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
397,Peter,Peter,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
398,ist,sein,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
399,eingetragen,eintragen,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,
400,Hallo,Hallo,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
401,wie,wie,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
402,sieht,sehen,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
403,mein,mein,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
404,Kalender,Kalender,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
405,am,an,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
406,zwölften,zwölf,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
407,zwölften,zwölf,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
408,aus,aus,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
409,Die,der,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
410,Termine,Termin,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,
411,am,an,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,FPP_end_Termin an,,
412,Montag,Montag,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
413,den,der,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
414,zwölften,zwölf,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
415,Dezember,Dezember,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,FPP_Dezember,,,
416,sehen,sehen,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
417,wie,wie,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
418,folgt,folgen,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
419,aus,aus,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
420,Und,und,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
421,wie,wie,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
422,sehen,sehen,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
423,meine,mein,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
424,Termine,Termin,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,
425,am,an,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,SPP_end_Termin an,,
426,dreizehnten,dreizehnter,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
427,zwölften,zwölf,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
428,aus,aus,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
429,Alexa,Alexa,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
430,wie,wie,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
431,sehen,sehen,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
432,meine,mein,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
433,Termine,Termin,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,
434,am,an,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,SPP_end_Termin an,,
435,dreizehnten,dreizehnter,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
436,Dezember,Dezember,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Dezember,,,
437,aus,aus,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
438,Tut,Tut,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
439,mir,mir,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,FPP_mir,,,
440,leid,leid,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
441,das,der,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
442,habe,haben,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
443,ich,ich,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
444,nicht,nicht,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
445,verstanden,verstehen,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
446,Alexa,Alexa,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
447,wie,wie,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
448,sehen,sehen,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
449,meine,mein,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
450,Termine,Termin,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,
451,am,an,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,SPP_end_Termin an,,
452,dreizehnten,dreizehnter,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
453,Dezember,Dezember,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,SPP_Dezember,,,
454,aus,aus,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
455,Am,an,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
456,dreizehnten,dreizehnter,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
457,Dezember,Dezember,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,FPP_Dezember,,,
458,hast,haben,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
459,du,du,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
460,keinen,kein,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
461,Eintrag,Eintrag,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,FPP_Eintrag,,,
462,Alexa,Alexa,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
463,bitte,bitte,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
464,erstelle,erstelle,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
465,mir,mir,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,SPP_mir,,,
466,einen,ein,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
467,Eintrag,Eintrag,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,SPP_Eintrag,,,
468,um,um,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
469,neun,neun,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
470,Uhr,Uhr,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
471,am,an,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
472,dreizehnten,dreizehnter,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
473,Dezember,Dezember,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,SPP_Dezember,,,
474,Klar,Klar,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,
475,und,und,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,
476,wie,wie,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,
477,soll,sollen,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,
478,der,der,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,
479,Termin,Termin,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,
480,heißen,heißen,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,
481,Lerngruppe,Lerngruppe,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,,,,
482,mit,mit,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,,,,
483,Peter,Peter,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,,,,
484,Alles,Alles,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
485,klar,klar,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
486,dein,der,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
487,Termin,Termin,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
488,am,an,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
489,dreizehnten,dreizehnter,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
490,Dezember,Dezember,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
491,um,um,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
492,neun,neun,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
493,Uhr,Uhr,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
494,namens,namens,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
495,Lerngruppe,Lerngruppe,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
496,mit,mit,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
497,Peter,Peter,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
498,ist,sein,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
499,eingetragen,eintragen,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,
500,Hallo,Hallo,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
501,wie,wie,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
502,sieht,sehen,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
503,mein,mein,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
504,Kalender,Kalender,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
505,am,an,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
506,zwölften,zwölf,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
507,zwölften,zwölf,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
508,aus,aus,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,
509,Die,der,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
510,Termine,Termin,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,
511,am,an,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,FPP_end_Termin an,,
512,Montag,Montag,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
513,den,der,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
514,zwölften,zwölf,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
515,Dezember,Dezember,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,FPP_Dezember,,,
516,sehen,sehen,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
517,wie,wie,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
518,folgt,folgen,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
519,aus,aus,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,
520,Und,und,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
521,wie,wie,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
522,sehen,sehen,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
523,meine,mein,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
524,Termine,Termin,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,
525,am,an,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,SPP_end_Termin an,,
526,dreizehnten,dreizehnter,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
527,zwölften,zwölf,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
528,aus,aus,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
529,Alexa,Alexa,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
530,wie,wie,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
531,sehen,sehen,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
532,meine,mein,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
533,Termine,Termin,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,
534,am,an,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,SPP_end_Termin an,,
535,dreizehnten,dreizehnter,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
536,Dezember,Dezember,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Dezember,,,
537,aus,aus,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,
538,Tut,Tut,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
539,mir,mir,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,FPP_mir,,,
540,leid,leid,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
541,das,der,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
542,habe,haben,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
543,ich,ich,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
544,nicht,nicht,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
545,verstanden,verstehen,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,
546,Alexa,Alexa,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
547,wie,wie,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
548,sehen,sehen,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
549,meine,mein,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
550,Termine,Termin,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,
551,am,an,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,SPP_end_Termin an,,
552,dreizehnten,dreizehnter,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
553,Dezember,Dezember,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,SPP_Dezember,,,
554,aus,aus,S,6,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,
555,Am,an,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
556,dreizehnten,dreizehnter,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
557,Dezember,Dezember,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,FPP_Dezember,,,
558,hast,haben,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
559,du,du,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
560,keinen,kein,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,
561,Eintrag,Eintrag,A,6,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,FPP_Eintrag,,,
562,Alexa,Alexa,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
563,bitte,bitte,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
564,erstelle,erstelle,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,
565,mir,mir,S,6,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,SPP_mir,,,
