,word,lemma,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,persistence_unigrams_lemma,persistence_bigrams_lemma,persistence_trigrams_lemma,persistence_quadrigrams_lemma,DEZEMBER
271,am,an,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
272,dreizehnten,dreizehnter,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
273,Dezember,dezember,S,3,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_Dezember,,,,yes
274,Klar,klar,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
275,und,und,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
276,wie,wie,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
277,soll,sollen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
278,der,der,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
279,Termin,termin,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
280,heißen,heißen,A,3,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
281,Lerngruppe,lerngruppe,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,,no
282,mit,mit,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,,no
283,Peter,peter,S,3,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,,no
284,Alles,alles,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
285,klar,klar,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
286,dein,der,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
287,Termin,termin,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
288,am,an,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
289,dreizehnten,dreizehnter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
290,Dezember,dezember,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,yes
291,um,um,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
292,neun,neun,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
293,Uhr,uhr,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
294,namens,namens,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
295,Lerngruppe,lerngruppe,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
296,mit,mit,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
297,Peter,peter,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
298,ist,sein,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
299,eingetragen,eintragen,A,3,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
300,Hallo,hallo,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
301,wie,wie,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
302,sieht,sehen,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
303,mein,mein,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
304,Kalender,kalender,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
305,am,an,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
306,zwölften,zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
307,zwölften,zwölf,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,yes
308,aus,aus,S,4,1,no,Dummy_participant_1,Quiz,0.0,7.3245324,,,,,no
309,Die,der,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
310,Termine,termin,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,,no
311,am,an,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,FPP_end_Termin an,,,no
312,Montag,montag,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
313,den,der,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
314,zwölften,zwölf,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
315,Dezember,dezember,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,FPP_Dezember,,,,yes
316,sehen,sehen,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
317,wie,wie,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
318,folgt,folgen,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
319,aus,aus,A,4,2,no,Dummy_participant_1,Quiz,8.3748653,12.348745,,,,,no
320,Und,und,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
321,wie,wie,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
322,sehen,sehen,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
323,meine,mein,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
324,Termine,termin,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
325,am,an,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,SPP_end_Termin an,,,no
326,dreizehnten,dreizehnter,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
327,zwölften,zwölf,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,yes
328,aus,aus,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
329,Alexa,alexa,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
330,wie,wie,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
331,sehen,sehen,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
332,meine,mein,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
333,Termine,termin,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
334,am,an,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,SPP_end_Termin an,,,no
335,dreizehnten,dreizehnter,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
336,Dezember,dezember,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,SPP_Dezember,,,,yes
337,aus,aus,S,4,3,yes,Dummy_participant_1,Quiz,15.945894,32.837438,,,,,no
338,Tut,tut,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
339,mir,mir,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,FPP_mir,,,,no
340,leid,leid,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
341,das,der,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
342,habe,haben,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
343,ich,ich,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
344,nicht,nicht,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
345,verstanden,verstehen,A,4,4,no,Dummy_participant_1,Quiz,35.837458,44.283473,,,,,no
346,Alexa,alexa,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
347,wie,wie,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
348,sehen,sehen,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
349,meine,mein,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
350,Termine,termin,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,,no
351,am,an,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,SPP_end_Termin an,,,no
352,dreizehnten,dreizehnter,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
353,Dezember,dezember,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,SPP_Dezember,,,,yes
354,aus,aus,S,4,5,no,Dummy_participant_1,Quiz,46.287383,56.343434,,,,,no
355,Am,an,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
356,dreizehnten,dreizehnter,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
357,Dezember,dezember,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,FPP_Dezember,,,,yes
358,hast,haben,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
359,du,du,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
360,keinen,kein,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,,,,,no
361,Eintrag,eintrag,A,4,6,no,Dummy_participant_1,Quiz,57.568956,68.349849,FPP_Eintrag,,,,no
362,Alexa,alexa,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
363,bitte,bitte,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
364,erstelle,erstelle,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
365,mir,mir,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_mir,,,,no
366,einen,ein,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
367,Eintrag,eintrag,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_Eintrag,,,,no
368,um,um,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
369,neun,neun,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
370,Uhr,uhr,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
371,am,an,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
372,dreizehnten,dreizehnter,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,,,,,no
373,Dezember,dezember,S,4,7,no,Dummy_participant_1,Quiz,69.344344,72.239833,SPP_Dezember,,,,yes
374,Klar,klar,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
375,und,und,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
376,wie,wie,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
377,soll,sollen,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
378,der,der,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
379,Termin,termin,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
380,heißen,heißen,A,4,8,no,Dummy_participant_1,Quiz,74.454543,82.343443,,,,,no
381,Lerngruppe,lerngruppe,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,,no
382,mit,mit,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,,no
383,Peter,peter,S,4,9,no,Dummy_participant_1,Quiz,83.232353,85.123232,,,,,no
384,Alles,alles,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
385,klar,klar,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
386,dein,der,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
387,Termin,termin,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
388,am,an,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
389,dreizehnten,dreizehnter,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
390,Dezember,dezember,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,yes
391,um,um,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
392,neun,neun,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
393,Uhr,uhr,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
394,namens,namens,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
395,Lerngruppe,lerngruppe,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
396,mit,mit,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
397,Peter,peter,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
398,ist,sein,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
399,eingetragen,eintragen,A,4,10,no,Dummy_participant_1,Quiz,87.353452,99.394834,,,,,no
400,Hallo,hallo,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
401,wie,wie,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
402,sieht,sehen,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
403,mein,mein,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
404,Kalender,kalender,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
405,am,an,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
406,zwölften,zwölf,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
407,zwölften,zwölf,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,yes
408,aus,aus,S,5,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
409,Die,der,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
410,Termine,termin,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,,no
411,am,an,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,FPP_end_Termin an,,,no
412,Montag,montag,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
413,den,der,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
414,zwölften,zwölf,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
415,Dezember,dezember,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,FPP_Dezember,,,,yes
416,sehen,sehen,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
417,wie,wie,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
418,folgt,folgen,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
419,aus,aus,A,5,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
420,Und,und,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
421,wie,wie,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
422,sehen,sehen,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
423,meine,mein,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
424,Termine,termin,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
425,am,an,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,no
426,dreizehnten,dreizehnter,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
427,zwölften,zwölf,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,yes
428,aus,aus,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
429,Alexa,alexa,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
430,wie,wie,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
431,sehen,sehen,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
432,meine,mein,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
433,Termine,termin,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
434,am,an,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,no
435,dreizehnten,dreizehnter,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
436,Dezember,dezember,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Dezember,,,,yes
437,aus,aus,S,5,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
438,Tut,tut,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
439,mir,mir,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,FPP_mir,,,,no
440,leid,leid,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
441,das,der,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
442,habe,haben,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
443,ich,ich,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
444,nicht,nicht,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
445,verstanden,verstehen,A,5,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
446,Alexa,alexa,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,,no
447,wie,wie,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,,no
448,sehen,sehen,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,,no
449,meine,mein,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,,no
450,Termine,termin,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,SPP_Termin,SPP_start_Termin an,,,no
451,am,an,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,SPP_end_Termin an,,,no
452,dreizehnten,dreizehnter,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,,no
453,Dezember,dezember,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,SPP_Dezember,,,,yes
454,aus,aus,S,5,5,no,Dummy_participant_2,Calendar,46.287383,56.343434,,,,,no
455,Am,an,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,,no
456,dreizehnten,dreizehnter,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,,no
457,Dezember,dezember,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,FPP_Dezember,,,,yes
458,hast,haben,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,,no
459,du,du,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,,no
460,keinen,kein,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,,,,,no
461,Eintrag,eintrag,A,5,6,no,Dummy_participant_2,Calendar,57.568956,68.349849,FPP_Eintrag,,,,no
462,Alexa,alexa,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
463,bitte,bitte,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
464,erstelle,erstelle,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
465,mir,mir,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,SPP_mir,,,,no
466,einen,ein,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
467,Eintrag,eintrag,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,SPP_Eintrag,,,,no
468,um,um,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
469,neun,neun,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
470,Uhr,uhr,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
471,am,an,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
472,dreizehnten,dreizehnter,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,,,,,no
473,Dezember,dezember,S,5,7,no,Dummy_participant_2,Calendar,69.344344,72.239833,SPP_Dezember,,,,yes
474,Klar,klar,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,,no
475,und,und,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,,no
476,wie,wie,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,,no
477,soll,sollen,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,,no
478,der,der,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,,no
479,Termin,termin,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,,no
480,heißen,heißen,A,5,8,no,Dummy_participant_2,Calendar,74.454543,82.343443,,,,,no
481,Lerngruppe,lerngruppe,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,,,,,no
482,mit,mit,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,,,,,no
483,Peter,peter,S,5,9,no,Dummy_participant_2,Calendar,83.232353,85.123232,,,,,no
484,Alles,alles,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
485,klar,klar,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
486,dein,der,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
487,Termin,termin,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
488,am,an,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
489,dreizehnten,dreizehnter,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
490,Dezember,dezember,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,yes
491,um,um,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
492,neun,neun,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
493,Uhr,uhr,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
494,namens,namens,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
495,Lerngruppe,lerngruppe,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
496,mit,mit,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
497,Peter,peter,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
498,ist,sein,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
499,eingetragen,eintragen,A,5,10,no,Dummy_participant_2,Calendar,87.353452,99.394834,,,,,no
500,Hallo,hallo,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
501,wie,wie,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
502,sieht,sehen,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
503,mein,mein,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
504,Kalender,kalender,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
505,am,an,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
506,zwölften,zwölf,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
507,zwölften,zwölf,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,yes
508,aus,aus,S,6,1,no,Dummy_participant_2,Calendar,0.0,7.3245324,,,,,no
509,Die,der,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
510,Termine,termin,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,FPP_Termin,FPP_start_Termin an,,,no
511,am,an,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,FPP_end_Termin an,,,no
512,Montag,montag,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
513,den,der,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
514,zwölften,zwölf,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
515,Dezember,dezember,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,FPP_Dezember,,,,yes
516,sehen,sehen,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
517,wie,wie,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
518,folgt,folgen,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
519,aus,aus,A,6,2,no,Dummy_participant_2,Calendar,8.3748653,12.348745,,,,,no
520,Und,und,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
521,wie,wie,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
522,sehen,sehen,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
523,meine,mein,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
524,Termine,termin,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
525,am,an,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,no
526,dreizehnten,dreizehnter,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
527,zwölften,zwölf,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,yes
528,aus,aus,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
529,Alexa,alexa,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
530,wie,wie,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
531,sehen,sehen,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
532,meine,mein,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
533,Termine,termin,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Termin,SPP_start_Termin an,,,no
534,am,an,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,SPP_end_Termin an,,,no
535,dreizehnten,dreizehnter,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
536,Dezember,dezember,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,SPP_Dezember,,,,yes
537,aus,aus,S,6,3,yes,Dummy_participant_2,Calendar,15.945894,32.837438,,,,,no
538,Tut,tut,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
539,mir,mir,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,FPP_mir,,,,no
540,leid,leid,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
541,das,der,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
542,habe,haben,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
543,ich,ich,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
544,nicht,nicht,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
545,verstanden,verstehen,A,6,4,no,Dummy_participant_2,Calendar,35.837458,44.283473,,,,,no
